Project Name,Organization,Station Name,Station #,Station Status,Water Body Id,Water Code,River,Description,Station Type,Aquatic Model Index,RW Watershed,Quadi,Township,Range,Section,Quarter Section,Grid,StationQuad,Wqcc Watershed,HydroUnit,Eco Region,Elevation,Watershed Report,Longitude,Latitude,WS Report,WS Report Data,Utmx,Utmy,County,State,Near City,Region,USGS/DWR Gauge,Gauge Id,State Engineering,Comments
CrippleCr,Roaring Fork Conservancy (291),Below Sunlight,789,Active,COUCRF03A,"FOURMILE CREEK - ROARING FK R, NW of Carbondale",Fourmile Cr,"From Hwy 82 in Glenwood Spgs turn W on 27th St, follow as it crosses the River curves to south and becomes Midland Ave.  About 1.5 mi from Hwy 82 turn right at stop sign onto 4mile Rd, CR117. Go about 8.5 mi until large pullout on left, before Sunlight Resort and cattle guard sign. Park, walk downstrm toward telepole and phone box, then follow trail down towards stream, go straight, not on switchbacks, to creek and sample in willow grove.","Chemical, Physical",CR2006,CO,,,,Fourmile Cr,SWNW,D3,Cattle Creek,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,7784,Roaring Fork,-107.323,39.4009,,,299978.55,4363844.03,Garfield,Colorado,Glenwood Springs,13N,Yes,,No,Aq. Index > 200m
Jamestown,James Creek Watershed Initiative (132),Ward Rd,790,NonActive,COSPSV04B,"JAMES CREEK, LITTLE - LEFTHAND CR, E/Peaceful Valley",Little James Cr,Located on Little James Cr at the confluence of James Cr below the intake for Jamestown's water supply off of Ward Rd (Cty Rd 102J),Chemical,SP1043,SP,,2N,71W,Little James Cr,SWSW,A4,Gold Hill,St Vrain Creek,10190005,S Rockies Warm and Dry Forests of the Middle to Lo,7050,Boulder and Saint Vrain Tribs,-105.3911976,40.11596809,,,466664,4440702,Boulder,Colorado,Jamestown,13N,No,,No,"new00
Aq. Index NULL"
RiverWatch,Guffey Charter Sch (242),BLM #5745,792,NonActive,COARUA18,"CURRANT CREEK - COTTONWOOD CR, NW of Parkdale",Currant Cr,"In the city of Guffey,take Hwy 9 South from the intersection of Co Rd 102 (Guffey Rd) and 9. Travel approx 1 mile to BLM Rd 5745, open gate and sampling area is upstream of rd crossing.",Chemical,AR0513,AK,,15S,73W,Currant Cr,,F5,Thirtyone Mile Mtn.,Upper Arkansas,11020001,S Rockies Warm and Dry Forests of the Middle to Lo,8700,Upper Arkansas (Source to Pueblo Res),-105.5221822,38.72550774,,,454609,4286446,Park,Colorado,Lake George,13N,No,,No,
RFCon,Basalt HS (47),Above Lincoln,793,NonActive,COUCRF02,ROARING FORK R #4 - ASPEN to LINCOLN CR,Roaring Fk,"From intersection of Hwy 82 and Lincoln Cr Road, travel about 0.4 mi to gate leading into campground after switchback on right. At campground walk about 30 meters up from the confluence of the Roaring Fk and Lincoln Cr and collect sample on the Roaring Fk.",Chemical,CR0036,CO,,11S,83W,Roaring Fk,SENW,B6,Thimble Rock ,Roaring Fork,14010004,S Rockies Cool and Moist Forests of the Middle to,9597,Roaring Fork,-106.6967,39.1179,,,353317,4331232,Pitkin,Colorado,Aspen,13N,No,,No,"AQ Index <400 Feet
one time sample"
BigT,Big Thompson Watershed Forum (70),YMCA @ Glacier Cr,794,NonActive,COSPBT02,"GLACIER CREEK - RMNP, BIG T #5 to THE LOCH",Glacier Cr,"As you are driving into Estes Park from the east, follow US 34 to US 36 (Moraine). Turn left onto US36. After you pass the amusement park on your left, watch for signs to the YMCA of the Rockies. Turn left at the signs for the YMCA onto CO 66. The YMCA is a couple of miles down this road. Turn right into the YMCA of the Rockies entrance. Take the first left turn onto Mt. Side Dr.  From Mt. Side Dr., follow the signs to Moraine Park. You’ll take a right, then a left. Park under the trees just uphill from the barricades blocking the road. The flowing water within 50 meters is Glacier Creek.  Cross the bridge across Glacier Creek. The sampling site is on river left, upstream of the bridge.",Chemical,,SP,,4N,73W,Glacier Cr,NWNE,C5,Longs Peak,Big Thompson,10190006,S Rockies Cool and Moist Forests of the Middle to,7800,Big Thompson,-105.5718,40.3485,,,451444,4466592,Larimer,Colorado,Estes Park,13N,No,,No,"YMCA of the Rockies. 6/4/12 - BS updt coords per WQCD review (best guess per DESC).
Aq. Index NULL"
BigT,Big Thompson Watershed Forum (70),YMCA@Big Thompson Valley,795,NonActive,COSPBT01,"THOMPSON R, BIG #4 - LAKE ESTES to RKY MTN NATL PK",Big Thompson,"As you are driving into Estes Park from the east, follow US 34 to US 36 (Moraine). Turn left onto US36. After you pass the amusement park on your left, watch for signs to the YMCA of the Rockies. Turn left at the signs for the YMCA onto CO 66. The YMCA is a couple of miles down this road. Turn right into the YMCA of the Rockies entrance. Take the first left turn onto Mt. Side Dr.  From Mt. Side Dr., follow the signs to Moraine Park.  You’ll take a right, then a left. Park under the trees just uphill from the barricades blocking the road. The flowing water within 50 meters is Glacier Creek. Cross the bridge across Glacier Creek and continue on foot, following the signs to Moraine Park. The second bridge cresses the Little Thompson approximately 150 meters up the trail.  The sample site is river left, upstream of the bridge. ",Chemical,-9,SP,,4N,73W,Big Thompson,NWNE,C5,Longs Peak,Big Thompson,10190006,S Rockies Cool and Moist Forests of the Middle to,7802,Big Thompson,-105.5717,40.3491,,,451445,4466658,Larimer,Colorado,Estes Park,13N,No,,No,
BigT,Big Thompson Watershed Forum (70),Hidden Valley US,796,NonActive,COSPBT01,"HIDDEN VALLEY CREEK - RMNP, FALL R #2",Hidden Valley Cr,,Chemical,-9,SP,,5N,74W,Hidden Valley Cr,NWNW,C5,Longs Peak,Big Thompson,10190006,S Rockies Cool and Moist Forests of the Middle to,9500,Big Thompson,-105.6597,40.3925,,,444008,4471531,Larimer,Colorado,Estes Park,13N,No,,No,"Thompson Valley HS, upstream of restoration project"
BigT,Big Thompson Watershed Forum (70),Hidden Valley DS,797,NonActive,COSPBT01,"HIDDEN VALLEY CREEK - RMNP, FALL R #2",Hidden Valley Cr,,Chemical,-9,SP,,5N,74W,Hidden Valley Cr,SENE,C5,Longs Peak,Big Thompson,10190006,S Rockies Cool and Moist Forests of the Middle to,9238,Big Thompson,-105.6491,40.3983,,,444917,4472166,Larimer,Colorado,Estes Park,13N,No,,No,"Thompson Valley HS, downstream of restoration site"
BigT,Big Thompson Watershed Forum (70),Livery abv horse trail,798,NonActive,COSPBT01,"GLACIER CREEK - RMNP, BIG T #5 to THE LOCH",Glacier Cr,,Chemical,-9,SP,,,,Glacier Cr,,C5,Longs Peak,Big Thompson,10190006,S Rockies Cool and Moist Forests of the Middle to,8650,Big Thompson,-105.6099,40.3201,,,448186,4463466,Larimer,Colorado,Estes Park,13N,No,,No,"Eagle Rock
Aq. Index NULL"
BigT,Big Thompson Watershed Forum (70),Livery abv Boulder Cr,799,NonActive,COSPBT01,"GLACIER CREEK - RMNP, BIG T #5 to THE LOCH",Glacier Cr,,Chemical,-9,SP,,,,Glacier Cr,,C5,Longs Peak,Big Thompson,10190006,S Rockies Cool and Moist Forests of the Middle to,8590,Big Thompson,-105.6072,40.323,,,448415,4463785,Larimer,Colorado,Estes Park,13N,No,,No,"Eagle Rock
Aq. Index NULL"
RiverWatch,GCWIN (333),Abv Conf Swan ,800,NonActive,COUCBL04B,"SWAN RIVER, NORTH FK - BLUE R #3, SE of Keystone",N Fk Swan,,"Chemical, Physical",CR4954,CO,,,,N Fk Swan,SENW,E8,Keystone,Blue,14010002,S Rockies Low to Middle Elevation Semi-Desert Shru,9791,Upper Colorado (Source to Eagle conf),-105.9463622,39.51286709,,,418647,4374120,Summit,Colorado,Keystone,13N,No,,No,
RiverWatch,CPW (0),Abrams,801,NonActive,COUCEA10A,"ABRAMS CREEK - BRUSH CR, EAGLE R, S of Eagle",Abrams Cr,"Take I-70 to Exit 147 (Eagle River). Go to south side of interstate and head west on Grand Road. Go through one rotary circle on second rotary circle turn south onto Sylvan Lake Road. Travel 0.9 miles and turn right on Eagle Ranch Road. Travel 0.9 miles and turn right on Abrams Creek Drive. Travel 0,7 miles until end of road, walk 100 meters east and reach end of golf course and creek, walk 50 meters south, upstream along creek until you reach stand of cottonwoods – sampling site.","Chemical, Physical",CR6392,CO,,5S,84W,Abrams Cr,NWSW,F7,Eagle,Eagle,14010003,S Rockies Low to Middle Elevation Semi-Desert Shru,6890,Eagle,-106.8206,39.6209,,,343734,4387266,Eagle,Colorado,Eagle,13N,No,,No,"TU station; 3/1/13 - updt coords per WS Rpt validation.
Aq. Index > 200m"
RiverWatch,Glenwood Springs TU (162),Battlement Cr,802,NonActive,COLCLC09D,"BATTLEMENT CREEK - COLO R #2, E of Parachute",Battlement Cr,"Take Parachute exit, turn left over highway till CR301 crosses the Colorado (also called Battlement Pkwy). Battlement Pkwy curves south, turn left on Sipperlle and go 0.3 miles, turn left on Underwood Lane and go 2.7 miles to a right hand turnout and picnic area.","Chemical, Physical",CR3480,CO,,7S,95W,Battlement Cr,NESW,D1,Parachute,Lower Colorado,14010005,S Rockies Low to Middle Elevation Semi-Desert Shru,6512,Middle Colorado (Eagle R conf to Palisade),-107.9817,39.439,,,243387,4369741,Garfield,Colorado,Rulison,13N,Yes,,Yes,"7/9/13 - BS chg'd coords per Desc from 276748/4348135. 7/13/14 - BS chg'd from WBID LC07A.
Aq. Index > 200m"
RiverWatch,Glenwood Springs TU (162),Beaver Cr,803,NonActive,COLCLC07A,"BEAVER CREEK - COLO R #2, SW of Rifle",Beaver Cr,Take I-70 to Rifle Exit and proceed south to 7th Street. Turn right onto 7th Street which becomes CR 332 at “T”. Follow road up hill for 2.3 miles where it becomes CR 320,"Biological, Chemical, Physical",,CO,,7S,94W,Beaver Cr,NENW,D7,North Mamm Peak,Lower Colorado,14010005,CO Plateaus Desert Shrublands,6685,Middle Colorado (Eagle R conf to Palisade),-107.8331,39.47161,,,256294,4372946,Garfield,Colorado,Rifle,13N,Yes,,No,2/13/14 - BS moved from LC09a to LC07A.
RiverWatch,Grand Valley Anglers TU (134),End of Road,804,NonActive,COLCLC11A,"PARACHUTE CR, MID FK, E - MID FK PARCHTE CR, NW of Rifle",E M Fk Parachute ,"Take I-70 to Rifle Exit and proceed N to Hwy 13. Hwy 13  for 13.5 miles to Piceance Cr Rd. Turn L (W) and go 4.5 mi to Cow Cr Rd (8000). Turn L and go until you hit T -- go L (8000) for .35 mi until you see rd on R.  Turn R on this rd and go 3 mi to end of rd.  Walk S to E Mid Fk of Parachute, dropping about 50 meters.","Chemical, Physical",CR3628,CO,,5S,95W,E M Fk Parachute ,SESE,E1,Forked Gulch,Lower Colorado,14010005,CO Plateaus Desert Shrublands,7663,Lower Colorado (Palisade to state line),-108.0152,39.6215,,,241189,4390090,Garfield,Colorado,Rifle,13N,No,,No,"TU station
Correct GPS:N 39.62239W 108.012490; 2/21/14 - BS moved fr 4363223/212852 to be on E Mid Fk of Parachute.  Also, moved WBID fr COLCLC11D.  1/30/15 - BS upd DESC per notes fr MT."
RiverWatch,Grand Valley Anglers TU (134),East Fork ,805,NonActive,COLCLC11A,"PARACHUTE CR, E FK - COLO R #2, W of Rifle Gap Res",E Fk Parachute Cr,Take I-70 to Rifle Exit and proceed north to Highway 13. Drive Highway 13 for 13.5 miles until the intersection of Piceance Creek Road. Turn left on Piceance Creek Road – Drive west  4.5 miles until you reach Cow Creek Road. Turn left on Cow Creek Road/8000 and head up Roan Plateau. Proceed until you hit a T-Road (8000 proceeds left/Divide Road to West). Turn left at T  and proceed 8.5 miles until meet Long Ridge Road/8008. Turn right onto Long Ridge Road/8008 and travel for 3.25 miles to Road 8010. Turn left on Third Water Road/8010 and go 2 miles until reach East Fork Parachute Creek. Test Site is above confluence of Second Anvil Creek.,"Biological, Chemical, Physical",CR3624,CO,,5S,94W,E Fk Parachute Cr,SWNE,E1,Forked Gulch,Lower Colorado,14010005,CO Plateaus Desert Shrublands,8193,Middle Colorado (Eagle R conf to Palisade),-107.9484,39.5682,,,246728,4383986,Garfield,Colorado,Rifle,13N,No,,No,"AQ Index <400 Feet
TU station
Correct GPS Readings:N 39. 57035W 107. 94653. 6/5/12 - BS updt coords per WQCD review.  7/27/20 - BS moved from WBID LC11F."
RiverWatch,GCWIN (333),Fraser @ CR 83,806,NonActive,COUCUC10C,FRASER RIVER #2 - TABERNASH to DWB DIVERSION,Fraser ,Drive Route 40 north through Fraser. Immediately after passing through Fraser City limits on the north side turn right (East) on Route 8. Drive east for 0.2 miles until you hit the bridge where Route 8 crosses the Fraser River. Sampling will either be from the bridge or from the se bank of the river from the bridge.,"Biological, Chemical, Physical",CR0348,CO,,1S,75W,Fraser ,SESE,H7,Fraser,Upper Colorado,14010001,S Rockies Warm and Dry Forests of the Middle to Lo,8522,Upper Colorado (Source to Eagle conf),-105.815,39.952,,,430386,4422752,Grand,Colorado,Fraser,13N,Yes,,No,"AQ Index <400 Feet
Gage installed or operating April 2011. 6/5/12 - BS updt coords per WQCD review.  3/27/13 - BS chgs from COUCUC10C to UC10B."
RiverWatch,The Manning School (488),West Lake,807,Active,COSPCL15,CLEAR CREEK #4A - S PLATTE R to GOLDEN,Clear Cr,North side of Clear Creek Trail along West Lake. Sample on Clear Creek 0.1 miles downstream of the overpass.,"Biological, Chemical, Physical",,SP,,,,Clear Cr,,,,South Platte,10190004,Flat to Rolling Plains,5420,"S Platte Tribs not in list,N Platte Main and Tribs",-105.140346,39.773992,,,487975,4402674,Jefferson,Colorado,Wheat Ridge,13N,No,,No,
RiverWatch,Grand Valley Anglers TU (134),Off CR 8006,808,NonActive,COLCLC08,"NORTH WATER CREEK - E MID FK PARCHTE CR, NW/Rifle",Northwater Cr,"Take I-70 to Rifle Exit and proceed north to Highway 13. Drive Highway 13 for 13.5 miles until the intersection of Piceance Creek Road. Turn left on Piceance Creek Road, Drive west  4.5 miles until you reach Cow Creek Road. Turn left on Cow Creek Road/8000 and head up Roan Plateau. Proceed until you hit a T-Road (8000 proceeds left/Divide Road to West). Turn left at T and proceed 7.5 miles until meet Northwater Road/8006. Turn right onto Northwater Road/8006 and travel 2 miles and stop before private property – sample river next to road at this site.","Chemical, Physical",,CO,,5S,94W,Northwater Cr,NESW,F8,Rio Blanco,Lower Colorado,14010005,CO Plateaus Desert Shrublands,8331,Middle Colorado (Eagle R conf to Palisade),-107.9485,39.6148,,,246884,4389164,Garfield,Colorado,Rifle,13N,No,,No,TU station. 6/5/12 - BS updt coords per WQCD review.
RiverWatch,Grand Valley Anglers TU (134),Trapper,809,NonActive,COLCLC08,"TRAPPER CREEK - E MID FK PARCHTE CR, NW/Rifle",Trapper Cr,"Take I-70 to Rifle Exit and proceed north to Highway 13. Drive Highway 13  for 13.5 miles until the intersection of Piceance Creek Road, turn left on Piceance Creek Road. Drive west 4.5 miles until you reach Cow Creek Road. Turn left on Cow Creek Road/8000 and head up Roan Plateau. Proceed until you hit a T-Road (8000 proceeds left/Divide Road to West). Turn left at T and proceed 2 miles until intersect Trapper Road/8001, turn left on Trappe Road. Proceed one mile south until you encounter Trapper Creek.","Chemical, Physical",CR0746,CO,,5S,94W,Trapper Cr,SWSW,F8,Rio Blanco,Lower Colorado,14010005,CO Plateaus Desert Shrublands,8068,Middle Colorado (Eagle R conf to Palisade),-107.973,39.6363,,,244867,4391614,Garfield,Colorado,Rifle,13N,No,,No,"TU station
Correct GPS Readings are: N 39.62623W 107.97356

10/5/12 - BS updt coords per WQCD review."
RiverWatch,Abbie Culbertson (486),Suncor Effluent,810,Active,COSPUS16I,"SAND CREEK - S PLATTE R #8, @ Commerce City",Sand Cr,"This site is best accessed starting at the Dahlia Trailhead along the Colorado Front Range Trail/Sand
Creek Regional Greenway trail. The trail is located on the southern side of the Dahlia Trailhead parking
lot. After parking at the trailhead, one must either reach the destination by bike or walking. Once on the
trail, turn right and continue heading northwest along the concrete trail for approximately 1.3 miles. The
sampling site is located on the left within Sand Creek, where Suncor’s effluent pipe is present across the
river. Sampling occurs just downstream where effluent drains into Sand Creek. This site is located less
than 0.5 miles upstream from Sand Creek’s confluence with the South Platte River.","Biological, Chemical, Physical",,SP,,3S,68W,Sand Cr,SWNE,,,Middle South Platte,10190003,Flat to Rolling Plains,5347,Upper Middle S Platte (Waterton Cyn thru Denver),-104.9477672,39.80861489,,,504471,4406517,Adams,Colorado,Commerce City,13N,No,,No,
RFCon,Roaring Fork Conservancy (291),Blw SMV WWTP,811,Active,COUCRF04,"BRUSH CREEK - ROARING FK R, NE/Snwmss Villag",Brush Cr,"From Basalt, S on Hwy 82 towards Aspen. Turn R or W on Brush Cr Rd heading to Snowmass V. Go 2.5 mi to roundabout, then go S on Highline Rd. Go about 0.5 mi, turn R or W onto Snowmass Club Circle. Cross Br and immd turn R or N on Clubhouse Dr. Go about 0.1 mi to br over Brush Cr. Sample  about 100 yds dwnstrm of Clubhouse Dr Br. Follow footpath from br, will cross cr and just beyond is site, 30ft blw WWTEffluent, a noticeable pipe.  ","Biological, Chemical, Physical",CR2226,CO,,,,Brush Cr,SESW,B8,Highland Peak,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,7926,Roaring Fork,-106.9228,39.2204,,,334014,4342995,Pitkin,Colorado,Snowmass Village,13N,No,,No,4/17/13 – BS moved WBID fr COUCRF02.
RiverWatch,Arvada High School (365),Ralston Cr Upstream,812,NonActive,COSPCL18A,RALSTON CREEK #1 - CLEAR CR #4A to RALSTON RES,Ralston Cr,,Sandy Substrate,,SP,,3S,69W,Ralston Cr,SWSE,G1,Arvada,Clear Creek,10190004,W High Plains Flat to Rolling Cropland,5350,Clear Cr,-105.1025,39.8042,,,491223.1181,4406026.29,Jefferson,Colorado,Arvada,13N,No,,No,Aq. Index NULL
RiverWatch,Arvada High School (365),Ralston Cr Downstream,814,NonActive,COSPCL18A,RALSTON CREEK #1 - CLEAR CR #4A to RALSTON RES,Ralston Cr,"From Wadsworth at I-70, go N on Wadsworth to West 58th Ave (Ralson Rd).  Go W about .75 mile to Carr St.  Go N about .25 mile to Brooks Dr.  Go E one block -- site is on rt just upstream from storm drain.",Sandy Substrate,SP1180,SP,,3S,69W,Ralston Cr,SWSW,G1,Arvada,Clear Creek,10190004,W High Plains Flat to Rolling Cropland,5327,Clear Cr,-105.0898,39.8043,,,492311.1522,4406043.988,Jefferson,Colorado,Arvada,13N,No,,No,Aq. Index > 200m
RiverWatch,Arvada West High School (452),Bridge at Dry Creek,816,Active,COSPSV06B,DRY CREEK #1 - ST VRAIN CR to CE REGION BNDRY,Clover Basin Ditch,"In Longmont, from the intersection of Nelson Road and Grandview, travel south till you cross the bridge. The path next the bridge leads to the Dry Creek area. Sampling will be done west of the bridge",Sandy Substrate,,SP,,2N,69W,Clover Basin Ditch,NWNW,B2,Hygiene,St Vrain Creek,10190005,W High Plains Flat to Rolling Cropland,5035,Boulder and Saint Vrain Tribs,-105.1639,40.1437,,,486038,4443715,Boulder,Colorado,Longmont,13N,No,,No,1/10/18 - BS completed metadata.
RiverWatch,Arvada West High School (452),Van Bibber Open Space,817,NonActive,COSPCL18B,"VAN BIBBER CREEK - RALSTON CR, S of Ralston Res",Van Bibber Cr,,"Biological, Chemical, Physical",,SP,,3S,69W,Van Bibber Cr,NWNE,G1,Arvada,Clear Creek,10190004,W High Plains Flat to Rolling Cropland,5446,Clear Cr,-105.1415,39.798,,,487887,4405346,Jefferson,Colorado,Arvada,13N,No,,No,New for Arvada West HS 2017.  1/31/18 - BS completed metadata.
RiverWatch,Arvada West High School (452),Davis Lane Park,818,NonActive,COSPCL18A,RALSTON CREEK #1 - CLEAR CR #4A to RALSTON RES,Ralston Cr,,Sandy Substrate,SP6657,SP,,3S,69W,Ralston Cr,NWSW,G1,Arvada,Clear Creek,10190004,W High Plains Flat to Rolling Cropland,5420,Clear Cr,-105.126,39.822,,,489216,4408004,Jefferson,Colorado,Arvada,13N,No,,No,"New station for Arvada West HS 2017.  1/31/18 - BS completed metadata.
Aq. index > 200m"
RiverWatch,Grand Valley Science Club (340),Battlement Cr,820,NonActive,COLCLC09D,"BATTLEMENT CREEK - COLO R #2, E of Parachute",Battlement Cr,"Exit I70 at town of Parachute and head East on CR300, cross over CO river, get onto CR301 about 2 mi, turn right on CR 338. Go uphill aboutl 1/2 mi and road turns east, site is on private land owned by teacher, downhill, below guage station still","Biological, Chemical, Physical",,CO,,7S,95W,Battlement Cr,NESW,D1,Parachute,Upper Colorado,14010005,CO Plateaus Desert Shrublands,6518,Middle Colorado (Eagle R conf to Palisade),-107.9830307,39.44027669,,,243280,4369884,Garfield,Colorado,Parachute,13N,Yes,,No,"New station for GVSC in 2008. 
Diversion off of Battlement Creek, site moved 1 mi downstream due to safety in 11/2008. From UTMX 243581.03, Y 4369845.01, NAD27 to current site"
